ensembl_gene_id,supercluster,subcluster
ENSDARG00000111738,2,1
ENSDARG00000111740,3,0
ENSDARG00000111742,3,0
ENSDARG00000111743,3,1
ENSDARG00000111744,2,1
ENSDARG00000111745,0,1
ENSDARG00000111746,0,0
ENSDARG00000111746,0,0
ENSDARG00000111747,1,1
ENSDARG00000111747,1,1
ENSDARG00000111748,1,1
ENSDARG00000111748,1,0
ENSDARG00000111749,0,1
ENSDARG00000111749,0,2
ENSDARG00000111752,2,1
ENSDARG00000111752,2,1
ENSDARG00000111753,2,0
ENSDARG00000111753,2,2
ENSDARG00000111754,3,-1
ENSDARG00000111756,3,1
ENSDARG00000111757,0,1
ENSDARG00000111757,0,1
ENSDARG00000111759,0,1
ENSDARG00000111759,0,2
ENSDARG00000111762,2,1
ENSDARG00000111765,1,1
ENSDARG00000111765,1,1
ENSDARG00000111766,3,0
ENSDARG00000111768,3,0
ENSDARG00000111770,2,1
ENSDARG00000111773,1,1
ENSDARG00000111773,1,0
ENSDARG00000111777,0,0
ENSDARG00000111778,2,1
ENSDARG00000111779,0,0
ENSDARG00000111782,2,1
ENSDARG00000111785,1,1
ENSDARG00000111785,1,0
ENSDARG00000111786,1,1
ENSDARG00000111786,1,1
ENSDARG00000111788,2,0
ENSDARG00000111792,3,0
ENSDARG00000111794,2,1
ENSDARG00000111794,2,1
ENSDARG00000111795,3,0
ENSDARG00000111798,1,0
ENSDARG00000111798,1,2
ENSDARG00000111799,2,0
ENSDARG00000111799,2,2
ENSDARG00000111801,2,1
ENSDARG00000111804,1,-1
ENSDARG00000111805,1,1
ENSDARG00000111805,1,0
ENSDARG00000111808,2,1
ENSDARG00000111810,3,0
ENSDARG00000111812,3,0
ENSDARG00000111814,1,1
ENSDARG00000111817,2,0
ENSDARG00000111817,2,2
ENSDARG00000111818,1,1
ENSDARG00000111819,0,1
ENSDARG00000111819,0,1
ENSDARG00000111820,3,0
ENSDARG00000111822,3,1
ENSDARG00000111824,0,0
ENSDARG00000111824,0,2
ENSDARG00000111825,2,1
ENSDARG00000111827,1,0
ENSDARG00000111828,2,1
ENSDARG00000111828,2,1
ENSDARG00000111829,3,1
ENSDARG00000111831,0,0
ENSDARG00000111831,0,0
ENSDARG00000111832,3,0
ENSDARG00000111836,0,1
ENSDARG00000111836,0,2
ENSDARG00000111837,3,1
ENSDARG00000111838,2,1
ENSDARG00000111840,3,0
ENSDARG00000111842,0,0
ENSDARG00000111845,2,1
ENSDARG00000111845,2,1
ENSDARG00000111846,2,1
ENSDARG00000111850,2,1
ENSDARG00000111850,2,1
ENSDARG00000111851,0,0
ENSDARG00000111852,2,1
ENSDARG00000111855,2,1
ENSDARG00000111856,3,0
ENSDARG00000111858,1,1
ENSDARG00000111858,1,1
ENSDARG00000111860,1,1
ENSDARG00000111865,1,1
ENSDARG00000111869,2,1
ENSDARG00000111873,0,0
ENSDARG00000111873,0,0
ENSDARG00000111874,0,1
ENSDARG00000111875,0,0
ENSDARG00000111876,2,1
ENSDARG00000111876,2,1
ENSDARG00000111877,2,1
ENSDARG00000111880,0,0
ENSDARG00000111881,3,0
ENSDARG00000111884,0,1
ENSDARG00000111886,1,1
ENSDARG00000111887,2,1
ENSDARG00000111887,2,1
ENSDARG00000111891,0,1
ENSDARG00000111891,0,2
ENSDARG00000111892,2,1
ENSDARG00000111899,0,0
ENSDARG00000111899,0,2
ENSDARG00000111900,1,1
ENSDARG00000111900,1,1
ENSDARG00000111903,2,1
ENSDARG00000111903,2,1
ENSDARG00000111906,0,0
ENSDARG00000111906,0,0
ENSDARG00000111907,2,1
ENSDARG00000111907,2,1
ENSDARG00000111910,0,1
ENSDARG00000111910,0,2
ENSDARG00000111914,0,0
ENSDARG00000111915,2,1
ENSDARG00000111915,2,1
ENSDARG00000111916,1,1
ENSDARG00000111916,1,1
ENSDARG00000111917,2,1
ENSDARG00000111918,0,0
ENSDARG00000111919,1,1
ENSDARG00000111920,3,0
ENSDARG00000111924,0,1
ENSDARG00000111924,0,1
ENSDARG00000111925,2,1
ENSDARG00000111929,3,1
ENSDARG00000111930,2,0
ENSDARG00000111930,2,2
ENSDARG00000111932,3,0
ENSDARG00000111933,0,1
ENSDARG00000111934,2,0
ENSDARG00000111934,2,0
ENSDARG00000111936,0,0
ENSDARG00000111937,3,1
ENSDARG00000111938,2,1
ENSDARG00000111938,2,1
ENSDARG00000111939,1,1
ENSDARG00000111939,1,1
ENSDARG00000111941,0,1
ENSDARG00000111941,0,1
ENSDARG00000111942,3,1
ENSDARG00000111945,1,1
ENSDARG00000111945,1,1
ENSDARG00000111947,2,0
ENSDARG00000111948,0,0
ENSDARG00000111949,2,0
ENSDARG00000111950,2,1
ENSDARG00000111955,0,0
ENSDARG00000111956,0,1
ENSDARG00000111957,3,1
ENSDARG00000111959,1,1
ENSDARG00000111959,1,1
ENSDARG00000111960,3,0
ENSDARG00000111962,2,0
ENSDARG00000111962,2,1
ENSDARG00000111963,2,0
ENSDARG00000111963,2,2
ENSDARG00000111964,0,0
ENSDARG00000111964,0,0
ENSDARG00000111965,1,1
ENSDARG00000111965,1,0
ENSDARG00000111972,2,1
ENSDARG00000111972,2,1
ENSDARG00000111973,3,1
ENSDARG00000111974,0,1
ENSDARG00000111974,0,2
ENSDARG00000111977,3,0
ENSDARG00000111978,2,1
ENSDARG00000111979,0,0
ENSDARG00000111979,0,0
ENSDARG00000111980,2,1
ENSDARG00000111981,0,1
ENSDARG00000111982,0,1
ENSDARG00000111983,1,1
ENSDARG00000111983,1,1
ENSDARG00000111984,0,1
ENSDARG00000111985,2,0
ENSDARG00000111987,1,1
ENSDARG00000111987,1,1
ENSDARG00000111990,0,0
ENSDARG00000111992,0,1
ENSDARG00000111992,0,1
ENSDARG00000111996,0,1
ENSDARG00000111997,3,0
ENSDARG00000111998,0,0
ENSDARG00000111998,0,0
ENSDARG00000111999,2,0
ENSDARG00000112000,1,0
ENSDARG00000112002,0,0
ENSDARG00000112003,1,1
ENSDARG00000112005,2,1
ENSDARG00000112006,3,1
ENSDARG00000112009,1,1
ENSDARG00000112009,1,0
ENSDARG00000112011,3,0
ENSDARG00000112012,2,0
ENSDARG00000112012,2,2
ENSDARG00000112015,3,0
ENSDARG00000112017,1,1
ENSDARG00000112017,1,1
ENSDARG00000112018,3,0
ENSDARG00000112019,3,0
ENSDARG00000112020,1,1
ENSDARG00000112020,1,1
ENSDARG00000112023,2,1
ENSDARG00000112025,0,0
ENSDARG00000112025,0,2
ENSDARG00000112027,3,0
ENSDARG00000112028,3,0
ENSDARG00000112030,3,1
ENSDARG00000112031,0,1
ENSDARG00000112031,0,2
ENSDARG00000112032,3,0
ENSDARG00000112034,3,1
ENSDARG00000112035,2,1
ENSDARG00000112041,3,1
ENSDARG00000112043,2,0
ENSDARG00000112043,2,2
ENSDARG00000112045,1,1
ENSDARG00000112045,1,1
ENSDARG00000112046,3,1
ENSDARG00000112049,3,0
ENSDARG00000112051,1,1
ENSDARG00000112051,1,0
ENSDARG00000112053,2,1
ENSDARG00000112054,0,1
ENSDARG00000112054,0,2
ENSDARG00000112055,2,1
ENSDARG00000112056,3,0
ENSDARG00000112059,0,1
ENSDARG00000112061,0,0
ENSDARG00000112062,2,1
ENSDARG00000112064,0,1
ENSDARG00000112064,0,1
ENSDARG00000112071,3,0
ENSDARG00000112073,1,0
ENSDARG00000112077,0,1
ENSDARG00000112079,2,0
ENSDARG00000112079,2,1
ENSDARG00000112080,3,1
ENSDARG00000112083,3,0
ENSDARG00000112084,2,1
ENSDARG00000112085,2,0
ENSDARG00000112085,2,1
ENSDARG00000112086,3,-1
ENSDARG00000112087,0,0
ENSDARG00000112090,1,0
ENSDARG00000112091,0,-1
ENSDARG00000112092,0,1
ENSDARG00000112094,1,1
ENSDARG00000112095,2,1
ENSDARG00000112096,2,1
ENSDARG00000112097,3,1
ENSDARG00000112099,2,1
ENSDARG00000112100,3,0
ENSDARG00000112102,1,1
ENSDARG00000112102,1,1
ENSDARG00000112103,0,0
ENSDARG00000112104,3,0
ENSDARG00000112105,0,0
ENSDARG00000112105,0,0
ENSDARG00000112107,2,1
ENSDARG00000112107,2,1
ENSDARG00000112110,3,1
ENSDARG00000112111,2,0
ENSDARG00000112112,3,0
ENSDARG00000112114,0,-1
ENSDARG00000112115,1,0
ENSDARG00000112122,1,1
ENSDARG00000112122,1,0
ENSDARG00000112126,0,0
ENSDARG00000112127,2,1
ENSDARG00000112127,2,1
ENSDARG00000112130,3,0
ENSDARG00000112131,0,0
ENSDARG00000112131,0,0
ENSDARG00000112133,2,0
ENSDARG00000112134,1,1
ENSDARG00000112135,0,0
ENSDARG00000112135,0,0
ENSDARG00000112136,0,1
ENSDARG00000112136,0,1
ENSDARG00000112138,3,0
ENSDARG00000112140,0,0
ENSDARG00000112140,0,0
ENSDARG00000112142,1,1
ENSDARG00000112143,2,1
ENSDARG00000112144,0,0
ENSDARG00000112145,0,1
ENSDARG00000112150,3,0
ENSDARG00000112151,3,1
ENSDARG00000112152,0,0
ENSDARG00000112154,0,0
ENSDARG00000112157,2,1
ENSDARG00000112159,3,0
ENSDARG00000112160,3,0
ENSDARG00000112161,3,0
ENSDARG00000112162,0,0
ENSDARG00000112162,0,0
ENSDARG00000112163,3,0
ENSDARG00000112165,1,1
ENSDARG00000112165,1,0
ENSDARG00000112168,1,0
ENSDARG00000112168,1,2
ENSDARG00000112171,1,0
ENSDARG00000112173,3,0
ENSDARG00000112174,1,1
ENSDARG00000112174,1,1
ENSDARG00000112175,0,0
ENSDARG00000112175,0,0
ENSDARG00000112176,0,0
ENSDARG00000112176,0,0
ENSDARG00000112177,0,0
ENSDARG00000112177,0,1
ENSDARG00000112179,0,1
ENSDARG00000112180,2,0
ENSDARG00000112180,2,0
ENSDARG00000112181,3,0
ENSDARG00000112182,2,1
ENSDARG00000112182,2,1
ENSDARG00000112187,2,1
ENSDARG00000112188,1,0
ENSDARG00000112191,1,0
ENSDARG00000112191,1,2
ENSDARG00000112192,1,1
ENSDARG00000112193,2,0
ENSDARG00000112193,2,1
ENSDARG00000112194,0,-1
ENSDARG00000112196,3,0
ENSDARG00000112198,0,0
ENSDARG00000112201,0,0
ENSDARG00000112202,1,1
ENSDARG00000112202,1,1
ENSDARG00000112203,0,1
ENSDARG00000112208,1,1
ENSDARG00000112208,1,1
ENSDARG00000112210,0,1
ENSDARG00000112210,0,1
ENSDARG00000112212,0,1
ENSDARG00000112212,0,1
ENSDARG00000112213,0,0
ENSDARG00000112213,0,0
ENSDARG00000112216,3,1
ENSDARG00000112218,1,1
ENSDARG00000112218,1,1
ENSDARG00000112219,0,1
ENSDARG00000112222,3,0
ENSDARG00000112223,2,0
ENSDARG00000112223,2,2
ENSDARG00000112225,0,0
ENSDARG00000112227,3,1
ENSDARG00000112228,3,0
ENSDARG00000112229,2,1
ENSDARG00000112231,1,1
ENSDARG00000112231,1,0
ENSDARG00000112234,1,1
ENSDARG00000112234,1,1
ENSDARG00000112237,2,1
ENSDARG00000112238,1,1
ENSDARG00000112239,3,0
ENSDARG00000112241,2,1
ENSDARG00000112242,1,1
ENSDARG00000112242,1,1
ENSDARG00000112243,2,0
ENSDARG00000112244,0,0
ENSDARG00000112245,3,1
ENSDARG00000112246,2,1
ENSDARG00000112247,0,1
ENSDARG00000112248,2,1
ENSDARG00000112248,2,1
ENSDARG00000112251,3,1
ENSDARG00000112252,0,0
ENSDARG00000112253,0,1
ENSDARG00000112255,2,1
ENSDARG00000112255,2,1
ENSDARG00000112256,3,1
ENSDARG00000112257,0,0
ENSDARG00000112257,0,0
ENSDARG00000112259,3,1
ENSDARG00000112260,0,0
ENSDARG00000112262,1,1
ENSDARG00000112262,1,0
ENSDARG00000112263,1,1
ENSDARG00000112264,2,1
ENSDARG00000112267,2,0
ENSDARG00000112268,3,1
ENSDARG00000112269,2,0
ENSDARG00000112269,2,2
ENSDARG00000112270,3,0
ENSDARG00000112271,2,1
ENSDARG00000112272,1,0
ENSDARG00000112281,0,1
ENSDARG00000112281,0,2
ENSDARG00000112284,0,1
ENSDARG00000112285,3,0
ENSDARG00000112287,3,0
ENSDARG00000112288,0,0
ENSDARG00000112288,0,0
ENSDARG00000112290,2,1
ENSDARG00000112291,1,1
ENSDARG00000112291,1,0
ENSDARG00000112293,0,0
ENSDARG00000112294,1,1
ENSDARG00000112294,1,1
ENSDARG00000112297,2,1
ENSDARG00000112298,3,1
ENSDARG00000112300,0,1
ENSDARG00000112301,1,1
ENSDARG00000112301,1,1
ENSDARG00000112302,1,1
ENSDARG00000112302,1,1
ENSDARG00000112305,1,1
ENSDARG00000112305,1,0
ENSDARG00000112309,2,1
ENSDARG00000112309,2,1
ENSDARG00000112310,3,0
ENSDARG00000112313,0,0
ENSDARG00000112314,3,1
ENSDARG00000112315,0,1
ENSDARG00000112316,2,0
ENSDARG00000112317,2,1
ENSDARG00000112318,3,0
ENSDARG00000112320,3,1
ENSDARG00000112324,1,1
ENSDARG00000112324,1,1
ENSDARG00000112325,3,1
ENSDARG00000112326,2,1
ENSDARG00000112326,2,1
ENSDARG00000112328,3,0
ENSDARG00000112334,1,1
ENSDARG00000112334,1,1
ENSDARG00000112335,0,1
ENSDARG00000112335,0,1
ENSDARG00000112336,0,0
ENSDARG00000112336,0,0
ENSDARG00000112337,2,0
ENSDARG00000112338,1,1
ENSDARG00000112339,2,0
ENSDARG00000112339,2,1
ENSDARG00000112340,3,0
ENSDARG00000112341,1,1
ENSDARG00000112342,2,0
ENSDARG00000112343,3,1
ENSDARG00000112348,3,0
ENSDARG00000112349,3,0
ENSDARG00000112351,2,1
ENSDARG00000112354,0,0
ENSDARG00000112355,1,1
ENSDARG00000112356,2,1
ENSDARG00000112358,0,1
ENSDARG00000112358,0,2
ENSDARG00000112359,2,0
ENSDARG00000112359,2,2
ENSDARG00000112361,3,0
ENSDARG00000112362,2,1
ENSDARG00000112366,0,1
ENSDARG00000112368,3,0
ENSDARG00000112369,0,0
ENSDARG00000112370,1,1
ENSDARG00000112371,2,1
ENSDARG00000112372,0,0
ENSDARG00000112374,0,0
ENSDARG00000112374,0,0
ENSDARG00000112375,0,0
ENSDARG00000112375,0,0
ENSDARG00000112377,2,1
ENSDARG00000112383,0,0
ENSDARG00000112383,0,2
ENSDARG00000112384,1,1
ENSDARG00000112384,1,1
ENSDARG00000112389,0,1
ENSDARG00000112389,0,1
ENSDARG00000112391,2,0
ENSDARG00000112394,0,1
ENSDARG00000112394,0,1
ENSDARG00000112396,2,1
ENSDARG00000112396,2,1
ENSDARG00000112397,0,0
ENSDARG00000112397,0,0
ENSDARG00000112403,0,0
ENSDARG00000112403,0,0
ENSDARG00000112404,1,1
ENSDARG00000112404,1,1
ENSDARG00000112407,0,0
ENSDARG00000112408,0,1
ENSDARG00000112408,0,1
ENSDARG00000112413,0,1
ENSDARG00000112413,0,2
ENSDARG00000112414,0,0
ENSDARG00000112419,3,0
ENSDARG00000112422,1,1
ENSDARG00000112423,0,1
ENSDARG00000112423,0,1
ENSDARG00000112427,3,0
ENSDARG00000112429,2,1
ENSDARG00000112431,1,1
ENSDARG00000112432,0,0
ENSDARG00000112433,1,1
ENSDARG00000112433,1,1
ENSDARG00000112434,3,0
ENSDARG00000112435,3,1
ENSDARG00000112436,0,0
ENSDARG00000112436,0,0
ENSDARG00000112437,1,0
ENSDARG00000112439,3,1
ENSDARG00000112442,2,1
ENSDARG00000112444,1,1
ENSDARG00000112446,3,0
ENSDARG00000112448,1,1
ENSDARG00000112449,2,0
ENSDARG00000112449,2,2
ENSDARG00000112450,3,0
ENSDARG00000112451,0,1
ENSDARG00000112452,0,1
ENSDARG00000112452,0,2
ENSDARG00000112453,3,0
ENSDARG00000112454,2,0
ENSDARG00000112459,2,1
ENSDARG00000112460,3,0
ENSDARG00000112465,1,0
ENSDARG00000112465,1,2
ENSDARG00000112466,1,1
ENSDARG00000112466,1,0
ENSDARG00000112467,3,0
ENSDARG00000112469,1,0
ENSDARG00000112469,1,2
ENSDARG00000112473,0,0
ENSDARG00000112473,0,0
ENSDARG00000112474,2,1
ENSDARG00000112475,3,0
ENSDARG00000112476,0,0
ENSDARG00000112476,0,0
ENSDARG00000112477,3,0
ENSDARG00000112478,2,1
ENSDARG00000112479,3,0
ENSDARG00000112480,3,1
ENSDARG00000112483,0,1
ENSDARG00000112485,1,1
ENSDARG00000112485,1,1
ENSDARG00000112486,2,0
ENSDARG00000112491,0,0
ENSDARG00000112491,0,0
ENSDARG00000112492,2,1
ENSDARG00000112493,1,1
ENSDARG00000112493,1,1
ENSDARG00000112494,0,1
ENSDARG00000112497,2,1
ENSDARG00000112499,2,1
ENSDARG00000112499,2,1
ENSDARG00000112501,1,1
ENSDARG00000112501,1,1
ENSDARG00000112502,3,0
ENSDARG00000112503,1,1
ENSDARG00000112503,1,0
ENSDARG00000112504,0,0
ENSDARG00000112506,2,0
ENSDARG00000112506,2,1
ENSDARG00000112507,3,1
ENSDARG00000112508,2,1
ENSDARG00000112510,2,1
ENSDARG00000112510,2,1
ENSDARG00000112513,2,1
ENSDARG00000112513,2,1
ENSDARG00000112516,0,0
ENSDARG00000112516,0,2
ENSDARG00000112517,0,1
ENSDARG00000112517,0,1
ENSDARG00000112518,3,0
ENSDARG00000112519,2,1
ENSDARG00000112520,3,0
ENSDARG00000112522,0,0
ENSDARG00000112523,2,0
ENSDARG00000112523,2,2
ENSDARG00000112524,2,1
ENSDARG00000112525,3,0
ENSDARG00000112526,3,0
ENSDARG00000112528,0,0
ENSDARG00000112528,0,0
ENSDARG00000112529,1,1
ENSDARG00000112531,1,1
ENSDARG00000112531,1,0
ENSDARG00000112532,1,1
ENSDARG00000112533,2,1
ENSDARG00000112534,0,1
ENSDARG00000112534,0,1
ENSDARG00000112535,1,1
ENSDARG00000112537,2,0
ENSDARG00000112540,1,1
ENSDARG00000112540,1,0
ENSDARG00000112541,0,0
ENSDARG00000112541,0,0
ENSDARG00000112542,2,1
ENSDARG00000112542,2,1
ENSDARG00000112543,3,1
ENSDARG00000112544,0,0
ENSDARG00000112548,3,0
ENSDARG00000112550,3,1
ENSDARG00000112551,2,0
ENSDARG00000112551,2,2
ENSDARG00000112552,1,1
ENSDARG00000112552,1,1
ENSDARG00000112555,3,1
ENSDARG00000112556,2,1
ENSDARG00000112556,2,1
ENSDARG00000112557,1,1
ENSDARG00000112558,3,0
ENSDARG00000112560,1,1
ENSDARG00000112560,1,1
ENSDARG00000112561,2,0
ENSDARG00000112561,2,2
ENSDARG00000112563,3,0
ENSDARG00000112567,3,1
ENSDARG00000112569,3,0
ENSDARG00000112571,2,1
ENSDARG00000112572,0,0
ENSDARG00000112572,0,0
ENSDARG00000112573,1,0
ENSDARG00000112573,1,2
ENSDARG00000112574,2,0
ENSDARG00000112574,2,2
ENSDARG00000112575,3,0
ENSDARG00000112576,2,1
ENSDARG00000112578,2,0
ENSDARG00000112578,2,2
ENSDARG00000112579,0,1
ENSDARG00000112579,0,1
ENSDARG00000112581,2,1
ENSDARG00000112581,2,1
ENSDARG00000112583,0,1
ENSDARG00000112584,0,0
ENSDARG00000112584,0,0
ENSDARG00000112586,0,0
ENSDARG00000112586,0,0
ENSDARG00000112591,0,1
ENSDARG00000112592,0,0
ENSDARG00000112593,0,0
ENSDARG00000112593,0,0
ENSDARG00000112595,3,0
ENSDARG00000112597,2,1
ENSDARG00000112598,0,1
ENSDARG00000112598,0,2
ENSDARG00000112599,0,0
ENSDARG00000112600,0,-1
ENSDARG00000112601,0,0
ENSDARG00000112603,0,1
ENSDARG00000112605,0,1
ENSDARG00000112605,0,2
ENSDARG00000112606,0,0
ENSDARG00000112609,1,1
ENSDARG00000112611,2,1
ENSDARG00000112613,1,0
ENSDARG00000112616,2,1
ENSDARG00000112620,1,1
ENSDARG00000112620,1,0
ENSDARG00000112621,0,0
ENSDARG00000112621,0,0
ENSDARG00000112622,2,1
ENSDARG00000112625,2,0
ENSDARG00000112629,0,0
ENSDARG00000112631,0,0
ENSDARG00000112632,3,0
ENSDARG00000112637,1,1
ENSDARG00000112637,1,0
ENSDARG00000112640,0,0
ENSDARG00000112640,0,0
ENSDARG00000112641,3,1
ENSDARG00000112644,1,1
ENSDARG00000112644,1,0
ENSDARG00000112646,2,1
ENSDARG00000112646,2,1
ENSDARG00000112647,0,0
ENSDARG00000112647,0,0
ENSDARG00000112648,1,1
ENSDARG00000112648,1,0
ENSDARG00000112649,3,1
ENSDARG00000112650,3,1
ENSDARG00000112651,1,1
ENSDARG00000112651,1,1
ENSDARG00000112652,2,0
ENSDARG00000112653,0,0
ENSDARG00000112656,1,1
ENSDARG00000112656,1,0
ENSDARG00000112658,0,1
ENSDARG00000112658,0,2
ENSDARG00000112659,3,0
ENSDARG00000112663,0,0
ENSDARG00000112664,1,1
ENSDARG00000112666,2,1
ENSDARG00000112667,0,1
ENSDARG00000112667,0,2
ENSDARG00000112670,1,0
ENSDARG00000112671,0,0
ENSDARG00000112672,3,1
ENSDARG00000112673,3,0
ENSDARG00000112674,3,0
ENSDARG00000112675,1,1
ENSDARG00000112675,1,0
ENSDARG00000112676,3,1
ENSDARG00000112677,2,1
ENSDARG00000112681,1,1
ENSDARG00000112681,1,1
ENSDARG00000112682,3,0
ENSDARG00000112685,2,0
ENSDARG00000112686,3,1
ENSDARG00000112687,1,1
ENSDARG00000112687,1,0
ENSDARG00000112688,1,1
ENSDARG00000112688,1,1
ENSDARG00000112689,3,0
ENSDARG00000112691,1,0
ENSDARG00000112692,0,0
ENSDARG00000112695,2,1
ENSDARG00000112704,0,0
ENSDARG00000112704,0,0
ENSDARG00000112707,3,-1
ENSDARG00000112708,0,1
ENSDARG00000112709,1,1
ENSDARG00000112709,1,0
ENSDARG00000112713,1,1
ENSDARG00000112713,1,0
ENSDARG00000112715,2,1
ENSDARG00000112716,0,0
ENSDARG00000112716,0,0
ENSDARG00000112717,2,1
ENSDARG00000112717,2,1
ENSDARG00000112718,3,-1
ENSDARG00000112719,1,1
ENSDARG00000112719,1,1
ENSDARG00000112720,2,0
ENSDARG00000112720,2,2
ENSDARG00000112721,3,1
ENSDARG00000112724,1,1
ENSDARG00000112724,1,1
ENSDARG00000112725,0,0
ENSDARG00000112726,2,0
ENSDARG00000112728,2,0
ENSDARG00000112728,2,2
ENSDARG00000112730,3,1
ENSDARG00000112731,1,1
ENSDARG00000112733,0,1
ENSDARG00000112733,0,1
ENSDARG00000112734,0,0
ENSDARG00000112734,0,0
ENSDARG00000112739,1,1
ENSDARG00000112739,1,0
ENSDARG00000112740,2,1
ENSDARG00000112740,2,1
ENSDARG00000112743,0,0
ENSDARG00000112745,3,0
ENSDARG00000112749,1,1
ENSDARG00000112751,2,0
ENSDARG00000112751,2,2
ENSDARG00000112757,0,1
ENSDARG00000112757,0,2
ENSDARG00000112758,2,1
ENSDARG00000112761,0,0
ENSDARG00000112762,0,0
ENSDARG00000112764,0,0
ENSDARG00000112765,2,1
ENSDARG00000112766,2,1
ENSDARG00000112767,3,1
ENSDARG00000112769,3,1
ENSDARG00000112770,3,0
ENSDARG00000112771,1,0
ENSDARG00000112771,1,2
ENSDARG00000112773,2,1
ENSDARG00000112777,0,0
ENSDARG00000112778,2,1
ENSDARG00000112778,2,1
ENSDARG00000112781,2,1
ENSDARG00000112783,0,1
ENSDARG00000112785,2,1
ENSDARG00000112787,0,1
ENSDARG00000112791,0,1
ENSDARG00000112793,3,0
ENSDARG00000112795,1,1
ENSDARG00000112795,1,1
ENSDARG00000112797,2,1
ENSDARG00000112798,2,1
ENSDARG00000112800,3,1
ENSDARG00000112802,0,1
ENSDARG00000112803,0,1
ENSDARG00000112805,3,0
ENSDARG00000112808,1,1
ENSDARG00000112808,1,0
ENSDARG00000112809,1,-1
ENSDARG00000112811,0,1
ENSDARG00000112812,1,1
ENSDARG00000112812,1,1
ENSDARG00000112815,1,1
ENSDARG00000112815,1,0
ENSDARG00000112823,2,1
ENSDARG00000112827,3,0
ENSDARG00000112828,2,1
ENSDARG00000112828,2,1
ENSDARG00000112831,0,0
ENSDARG00000112831,0,0
ENSDARG00000112832,2,0
ENSDARG00000112832,2,1
ENSDARG00000112834,2,0
ENSDARG00000112836,0,0
ENSDARG00000112836,0,0
ENSDARG00000112839,1,-1
ENSDARG00000112840,0,0
ENSDARG00000112840,0,0
ENSDARG00000112841,2,1
ENSDARG00000112842,0,0
ENSDARG00000112842,0,0
ENSDARG00000112847,0,0
ENSDARG00000112847,0,0
ENSDARG00000112848,2,1
ENSDARG00000112848,2,1
ENSDARG00000112849,0,0
ENSDARG00000112852,2,1
ENSDARG00000112852,2,1
ENSDARG00000112854,2,1
ENSDARG00000112858,3,0
ENSDARG00000112859,1,1
ENSDARG00000112859,1,1
ENSDARG00000112864,0,1
ENSDARG00000112864,0,1
ENSDARG00000112865,3,0
ENSDARG00000112868,3,0
ENSDARG00000112869,3,0
ENSDARG00000112870,2,1
ENSDARG00000112871,2,1
ENSDARG00000112871,2,1
ENSDARG00000112872,0,0
ENSDARG00000112872,0,2
ENSDARG00000112874,0,0
ENSDARG00000112876,0,1
ENSDARG00000112876,0,1
ENSDARG00000112878,0,0
ENSDARG00000112878,0,0
ENSDARG00000112879,0,0
ENSDARG00000112880,3,1
ENSDARG00000112882,2,1
ENSDARG00000112882,2,1
ENSDARG00000112883,2,1
ENSDARG00000112885,0,0
ENSDARG00000112889,3,0
ENSDARG00000112890,3,1
ENSDARG00000112895,2,0
ENSDARG00000112897,3,-1
ENSDARG00000112899,1,-1
ENSDARG00000112902,0,1
ENSDARG00000112904,1,1
ENSDARG00000112904,1,1
ENSDARG00000112906,1,-1
ENSDARG00000112907,0,1
ENSDARG00000112907,0,2
ENSDARG00000112908,3,1
ENSDARG00000112909,1,0
ENSDARG00000112909,1,2
ENSDARG00000112910,2,1
ENSDARG00000112912,1,1
ENSDARG00000112912,1,0
ENSDARG00000112916,2,0
ENSDARG00000112916,2,1
ENSDARG00000112919,1,1
ENSDARG00000112919,1,0
ENSDARG00000112920,3,1
ENSDARG00000112921,0,0
ENSDARG00000112922,2,1
ENSDARG00000112923,2,1
ENSDARG00000112924,2,1
ENSDARG00000112924,2,1
ENSDARG00000112925,2,1
ENSDARG00000112926,3,0
ENSDARG00000112928,0,0
ENSDARG00000112928,0,0
ENSDARG00000112929,1,0
ENSDARG00000112930,3,0
ENSDARG00000112931,1,1
ENSDARG00000112931,1,1
ENSDARG00000112933,2,1
ENSDARG00000112934,1,0
ENSDARG00000112938,3,0
ENSDARG00000112939,0,0
ENSDARG00000112940,0,0
ENSDARG00000112943,1,1
ENSDARG00000112943,1,1
ENSDARG00000112945,2,1
ENSDARG00000112945,2,1
ENSDARG00000112946,1,1
ENSDARG00000112946,1,1
ENSDARG00000112952,0,0
ENSDARG00000112953,1,1
ENSDARG00000112953,1,1
ENSDARG00000112954,0,0
ENSDARG00000112954,0,0
ENSDARG00000112955,0,-1
ENSDARG00000112956,1,1
ENSDARG00000112959,1,1
ENSDARG00000112959,1,1
ENSDARG00000112961,3,1
ENSDARG00000112962,0,0
ENSDARG00000112962,0,0
ENSDARG00000112963,0,0
ENSDARG00000112964,1,1
ENSDARG00000112965,2,1
ENSDARG00000112966,2,1
ENSDARG00000112966,2,1
ENSDARG00000112967,0,0
ENSDARG00000112967,0,0
ENSDARG00000112968,3,-1
ENSDARG00000112969,2,0
ENSDARG00000112969,2,2
ENSDARG00000112973,0,1
ENSDARG00000112973,0,1
ENSDARG00000112977,3,1
ENSDARG00000112978,2,1
ENSDARG00000112978,2,1
ENSDARG00000112982,2,1
ENSDARG00000112984,2,1
ENSDARG00000112985,0,0
ENSDARG00000112985,0,0
ENSDARG00000112987,0,0
ENSDARG00000112992,0,0
ENSDARG00000112993,1,1
ENSDARG00000112993,1,1
