GeneID,RMSLE,Spearman,NRMSE_range,MASE
ENSDARG00000068893,0.13752324879169464,0.9752321981424149,0.08551354,0.14516349
ENSDARG00000091243,0.2977586090564728,0.8286893704850361,0.18788204,0.5460233
ENSDARG00000070604,0.1409207582473755,0.7523219814241485,0.07626506,0.123395935
ENSDARG00000117000,0.3290810286998749,0.9566563467492261,0.14452878,0.4531513
ENSDARG00000004196,0.09706475585699081,0.880743535027021,0.07906208,0.13087417
ENSDARG00000113811,0.28676310181617737,0.7853457172342622,0.12371963,0.46624336
ENSDARG00000007169,0.3233378231525421,0.6160990712074303,0.21579997,0.63896906
ENSDARG00000105630,0.07376477122306824,0.9258855107533348,0.05511898,0.14311296
ENSDARG00000087438,0.13688577711582184,0.8557063029920055,0.16178794,0.38254493
ENSDARG00000034885,0.3215477764606476,0.7316821465428276,0.22547524,0.79226303
ENSDARG00000001835,0.1877443492412567,0.9071207430340558,0.06758374,0.22112496
ENSDARG00000006683,0.20712843537330627,0.7213622291021672,0.18760121,0.7404791
ENSDARG00000059939,0.17296554148197174,0.9241095707493363,0.057275847,0.1588333
ENSDARG00000061725,0.25069671869277954,0.9112487100103198,0.14861053,0.38683295
ENSDARG00000116847,0.39768335223197937,0.826625386996904,0.18569683,0.48068443
ENSDARG00000110593,0.2986341714859009,0.24664602683178533,0.1838604,0.5832074
ENSDARG00000004621,0.271872878074646,0.964378032491486,0.06759389,0.13728258
ENSDARG00000104326,0.04725637286901474,0.9456096631482712,0.02363094,0.055431463
ENSDARG00000093994,1.6361244916915894,0.7676451804691852,0.21838687,0.9081755
ENSDARG00000073948,0.35053765773773193,0.2972007255126974,0.2715175,0.83930856
ENSDARG00000018485,0.28072160482406616,0.8059855521155831,0.17785743,0.49211442
ENSDARG00000058488,0.4121943414211273,0.739287656599469,0.16002254,0.5910515
ENSDARG00000004018,0.48930543661117554,0.32301341589267285,0.24388066,0.7958391
ENSDARG00000002196,0.15096014738082886,0.8534571723426212,0.12254626,0.27458903
ENSDARG00000101722,0.09919287264347076,0.9236326109391124,0.08887231,0.16410586
ENSDARG00000111033,0.24367931485176086,0.9561178352110451,0.09666498,0.25627887
ENSDARG00000111169,0.09710513800382614,0.8833106735761498,0.061835084,0.111422844
ENSDARG00000092483,0.2317844033241272,0.8658410732714137,0.14020467,0.3803631
ENSDARG00000114208,0.42831405997276306,0.5064364731382075,0.2830204,0.6749267
ENSDARG00000112978,0.36520346999168396,0.48400381695502676,0.19312638,0.7086287
ENSDARG00000096322,0.17926663160324097,0.8494728481997507,0.19341922,0.5825524
ENSDARG00000113564,0.2502444386482239,0.8242003150527841,0.18486017,0.5164229
ENSDARG00000075327,0.28393256664276123,0.87203302373581,0.19634913,0.42396218
ENSDARG00000016733,0.37560057640075684,0.587203302373581,0.23097692,0.6943505
ENSDARG00000112959,0.3521566689014435,0.8807172408355921,0.06821578,0.14550965
ENSDARG00000019063,0.035986050963401794,0.8658410732714137,0.025195356,0.07339052
ENSDARG00000004748,0.5317894220352173,0.7543859649122806,0.2217091,0.6739893
ENSDARG00000036482,0.17718861997127533,0.9195046439628484,0.11869187,0.32968566
ENSDARG00000075851,0.24397024512290955,0.9380804953560371,0.120740496,0.2401601
ENSDARG00000091656,0.30583369731903076,0.8121775025799793,0.13627812,0.47552952
ENSDARG00000111982,0.2798112630844116,0.8988648090815273,0.1654158,0.5327975
ENSDARG00000026845,0.24954292178153992,0.9354673420099426,0.085510984,0.20451228
ENSDARG00000092687,0.1965305209159851,0.9834560848371363,0.10855454,0.23458222
ENSDARG00000061520,0.6020087003707886,0.3578886314349579,0.33627132,0.98377776
ENSDARG00000076569,0.3290373980998993,0.7126796650739455,0.1895413,0.5562778
ENSDARG00000114705,0.2670866847038269,0.7936182111074171,0.21339355,0.59969056
ENSDARG00000025302,0.115977443754673,0.9442724458204333,0.059669364,0.11593332
ENSDARG00000102064,0.1276564598083496,0.9256965944272446,0.11833997,0.4084071
ENSDARG00000096678,0.7106999754905701,0.9710465443344596,0.16446787,0.4711956
ENSDARG00000079977,0.5389976501464844,0.6119711042311662,0.24413306,0.74323153
ENSDARG00000103415,0.11945708841085434,0.9566563467492261,0.085102975,0.22570863
ENSDARG00000042535,0.6321216225624084,0.9377719501947883,0.13643712,0.30492032
ENSDARG00000074238,0.2649880349636078,0.9401444788441692,0.17380919,0.41203904
ENSDARG00000091548,0.1333981603384018,0.8617131062951496,0.13995363,0.41225588
ENSDARG00000009142,0.2733686566352844,0.6573787409700722,0.15020771,0.2503855
ENSDARG00000099803,0.3824981153011322,0.9587203302373581,0.21646722,0.67201746
ENSDARG00000036816,0.6479213237762451,0.7296181630546955,0.19935104,0.7336479
ENSDARG00000027611,0.22959885001182556,0.8617131062951496,0.1159979,0.2574881
